"cluster","stress","rime","s_better","subject","word"
"fs","final","ig",FALSE,"179","fsig"
"rn","final","iv",TRUE,"179","rniv"
"vz","final","ub",TRUE,"179","vzub"
"xs","final","up",FALSE,"179","xsup"
"vd","final","iz",TRUE,"179","vdiz"
"xr","initial","Ub",FALSE,"179","xrUb"
"shr","initial","Un",FALSE,"179","shrUn"
"sht","final","un",FALSE,"179","shtun"
"ms","initial","Iz",FALSE,"179","msIz"
"rd","final","ig",FALSE,"179","rdig"
"vn","final","ib",FALSE,"179","vnib"
"k","final","iz",TRUE,"179","kiz"
"sht","initial","Ix",FALSE,"189","shtIx"
"xr","initial","Id",TRUE,"189","xrId"
"fs","initial","Iv",FALSE,"189","fsIv"
"xs","initial","Um",FALSE,"189","xsUm"
"rn","final","uk",FALSE,"189","rnuk"
"k","final","un",TRUE,"189","kun"
"vd","final","ib",TRUE,"189","vdib"
"shr","initial","Ix",FALSE,"189","shrIx"
"vn","final","ig",FALSE,"189","vnig"
"vz","final","ib",TRUE,"189","vzib"
"ms","final","um",TRUE,"189","msum"
"rd","initial","Uk",TRUE,"189","rdUk"
"xs","initial","Iz",TRUE,"189","xsIz"
"rn","initial","In",TRUE,"189","rnIn"
"rd","final","ub",TRUE,"189","rdub"
"ms","initial","Ig",TRUE,"189","msIg"
"sht","final","ug",FALSE,"189","shtug"
"fs","final","up",TRUE,"189","fsup"
"vz","final","uk",TRUE,"189","vzuk"
"xr","initial","Uf",TRUE,"189","xrUf"
"shr","final","um",TRUE,"189","shrum"
"vn","final","ug",TRUE,"189","vnug"
"vd","final","uf",TRUE,"189","vduf"
"k","initial","Ug",TRUE,"189","kUg"
"xr","final","un",TRUE,"189","xrun"
"ms","final","in",TRUE,"189","msin"
"vn","initial","In",TRUE,"189","vnIn"
"rd","final","ib",TRUE,"189","rdib"
"sht","final","iz",TRUE,"189","shtiz"
"fs","final","ix",TRUE,"189","fsix"
"vz","initial","Iv",FALSE,"189","vzIv"
"vd","initial","Iv",FALSE,"189","vdIv"
"xs","final","iv",FALSE,"189","xsiv"
"shr","initial","Up",FALSE,"189","shrUp"
"k","final","id",TRUE,"189","kid"
"rn","initial","Ub",TRUE,"189","rnUb"
"xr","final","ix",TRUE,"189","xrix"
"rd","initial","In",FALSE,"189","rdIn"
"k","initial","Ib",TRUE,"189","kIb"
"sht","initial","Um",TRUE,"189","shtUm"
"rn","final","ig",TRUE,"189","rnig"
"fs","initial","Uk",FALSE,"189","fsUk"
"vz","initial","Un",FALSE,"189","vzUn"
"ms","initial","Up",TRUE,"189","msUp"
"vn","initial","Ub",TRUE,"189","vnUb"
"xs","final","un",TRUE,"189","xsun"
"shr","final","in",FALSE,"189","shrin"
"vd","initial","Up",TRUE,"189","vdUp"
"k","final","id",TRUE,"192","kid"
"xr","final","un",TRUE,"192","xrun"
"ms","initial","Up",TRUE,"192","msUp"
"fs","initial","Iv",FALSE,"192","fsIv"
"rd","initial","Uk",FALSE,"192","rdUk"
"vn","final","ug",TRUE,"192","vnug"
"xs","final","iv",FALSE,"192","xsiv"
"vz","initial","Un",FALSE,"192","vzUn"
"vd","initial","Up",FALSE,"192","vdUp"
"rn","final","ig",TRUE,"192","rnig"
"shr","initial","Up",FALSE,"192","shrUp"
"sht","initial","Um",FALSE,"192","shtUm"
"vn","initial","Ub",FALSE,"192","vnUb"
"rd","final","ub",TRUE,"192","rdub"
"xr","final","ix",TRUE,"192","xrix"
"shr","final","um",FALSE,"192","shrum"
"xs","final","un",FALSE,"192","xsun"
"vd","initial","Iv",TRUE,"192","vdIv"
"vz","final","ib",TRUE,"192","vzib"
"rn","initial","Ub",FALSE,"192","rnUb"
"ms","initial","Ig",FALSE,"192","msIg"
"k","initial","Ug",TRUE,"192","kUg"
"fs","final","up",TRUE,"192","fsup"
"sht","final","iz",FALSE,"192","shtiz"
"vn","initial","In",TRUE,"192","vnIn"
"ms","final","in",TRUE,"192","msin"
"shr","final","in",FALSE,"192","shrin"
"xs","initial","Iz",FALSE,"192","xsIz"
"sht","initial","Ix",FALSE,"192","shtIx"
"rd","initial","In",TRUE,"192","rdIn"
"fs","final","ix",TRUE,"192","fsix"
"xr","initial","Uf",TRUE,"192","xrUf"
"k","initial","Ib",TRUE,"192","kIb"
"rn","final","uk",TRUE,"192","rnuk"
"vd","final","uf",TRUE,"192","vduf"
"vz","final","uk",TRUE,"192","vzuk"
"shr","initial","Ix",TRUE,"192","shrIx"
"vd","final","ib",FALSE,"192","vdib"
"k","final","un",TRUE,"192","kun"
"rd","final","ib",TRUE,"192","rdib"
"vz","initial","Iv",FALSE,"192","vzIv"
"vn","final","ig",TRUE,"192","vnig"
"xs","initial","Um",FALSE,"192","xsUm"
"fs","initial","Uk",FALSE,"192","fsUk"
"ms","final","um",TRUE,"192","msum"
"sht","final","ug",FALSE,"192","shtug"
"xr","initial","Id",TRUE,"192","xrId"
"rn","initial","In",TRUE,"192","rnIn"
"ms","initial","Iz",TRUE,"197","msIz"
"xs","final","in",FALSE,"197","xsin"
"shr","final","uk",FALSE,"197","shruk"
"k","initial","Iv",TRUE,"197","kIv"
"vn","final","un",TRUE,"197","vnun"
"rd","final","ig",TRUE,"197","rdig"
"sht","initial","Ib",FALSE,"197","shtIb"
"vz","initial","Up",FALSE,"197","vzUp"
"fs","final","ig",TRUE,"197","fsig"
"vd","initial","Um",TRUE,"197","vdUm"
"xr","final","um",TRUE,"197","xrum"
"rn","final","ug",TRUE,"197","rnug"
"sht","initial","Up",FALSE,"197","shtUp"
"rn","initial","Ix",FALSE,"197","rnIx"
"xr","initial","Ub",TRUE,"197","xrUb"
"xs","initial","Uk",TRUE,"197","xsUk"
"ms","initial","Ub",TRUE,"197","msUb"
"vd","final","iz",TRUE,"197","vdiz"
"fs","final","un",TRUE,"197","fsun"
"shr","final","ib",FALSE,"197","shrib"
"vn","initial","Up",TRUE,"197","vnUp"
"vz","initial","Id",TRUE,"197","vzId"
"k","final","iz",TRUE,"197","kiz"
"rd","final","ug",TRUE,"197","rdug"
"k","initial","Uf",TRUE,"197","kUf"
"rn","final","iv",FALSE,"197","rniv"
"shr","initial","Un",TRUE,"197","shrUn"
"fs","initial","In",TRUE,"197","fsIn"
"rd","initial","Iv",TRUE,"197","rdIv"
"xr","final","iv",TRUE,"197","xriv"
"vd","initial","In",FALSE,"197","vdIn"
"xs","final","up",TRUE,"197","xsup"
"sht","final","in",FALSE,"197","shtin"
"vn","final","ib",TRUE,"197","vnib"
"ms","final","ix",TRUE,"197","msix"
"vz","final","ub",TRUE,"197","vzub"
"vn","initial","Id",TRUE,"197","vnId"
"rn","initial","Uf",TRUE,"197","rnUf"
"xr","initial","Ig",TRUE,"197","xrIg"
"ms","final","uf",TRUE,"197","msuf"
"fs","initial","Um",TRUE,"197","fsUm"
"sht","final","un",FALSE,"197","shtun"
"xs","initial","Ix",TRUE,"197","xsIx"
"shr","initial","Iv",TRUE,"197","shrIv"
"rd","initial","Un",TRUE,"197","rdUn"
"vd","final","uk",TRUE,"197","vduk"
"vz","final","in",TRUE,"197","vzin"
"k","final","up",FALSE,"197","kup"
"rd","initial","Iv",FALSE,"198","rdIv"
"vn","final","ib",TRUE,"198","vnib"
"k","final","up",FALSE,"198","kup"
"vd","initial","In",FALSE,"198","vdIn"
"xr","final","iv",TRUE,"198","xriv"
"xs","initial","Ix",FALSE,"198","xsIx"
"rn","initial","Ix",FALSE,"198","rnIx"
"sht","final","un",FALSE,"198","shtun"
"shr","initial","Iv",FALSE,"198","shrIv"
"vz","initial","Up",FALSE,"198","vzUp"
"ms","final","ix",FALSE,"198","msix"
"fs","final","ig",FALSE,"198","fsig"
"vd","initial","Um",FALSE,"198","vdUm"
"vz","initial","Id",FALSE,"198","vzId"
"k","initial","Iv",TRUE,"198","kIv"
"xs","final","up",TRUE,"198","xsup"
"xr","initial","Ub",TRUE,"198","xrUb"
"sht","initial","Ib",FALSE,"198","shtIb"
"rd","final","ug",TRUE,"198","rdug"
"vn","final","un",TRUE,"198","vnun"
"rn","initial","Uf",FALSE,"198","rnUf"
"fs","initial","In",FALSE,"198","fsIn"
"shr","final","ib",FALSE,"198","shrib"
"ms","initial","Iz",FALSE,"198","msIz"
"sht","final","in",FALSE,"198","shtin"
"xr","initial","Ig",TRUE,"198","xrIg"
"shr","final","uk",FALSE,"198","shruk"
"xs","initial","Uk",FALSE,"198","xsUk"
"vn","initial","Id",TRUE,"198","vnId"
"rd","final","ig",TRUE,"198","rdig"
"k","initial","Uf",TRUE,"198","kUf"
"vd","final","iz",TRUE,"198","vdiz"
"fs","final","un",FALSE,"198","fsun"
"rn","final","iv",TRUE,"198","rniv"
"ms","initial","Ub",FALSE,"198","msUb"
"vz","final","in",FALSE,"198","vzin"
"k","final","iz",TRUE,"198","kiz"
"vz","final","ub",FALSE,"198","vzub"
"vn","initial","Up",FALSE,"198","vnUp"
"vd","final","uk",TRUE,"198","vduk"
"rd","initial","Un",TRUE,"198","rdUn"
"xr","final","um",TRUE,"198","xrum"
"rn","final","ug",TRUE,"198","rnug"
"xs","final","in",FALSE,"198","xsin"
"fs","initial","Um",FALSE,"198","fsUm"
"ms","final","uf",FALSE,"198","msuf"
"shr","initial","Un",FALSE,"198","shrUn"
"sht","initial","Up",FALSE,"198","shtUp"
"rn","initial","In",FALSE,"203","rnIn"
"xs","initial","Iz",FALSE,"203","xsIz"
"xr","final","ix",TRUE,"203","xrix"
"k","final","un",TRUE,"203","kun"
"fs","final","up",FALSE,"203","fsup"
"vd","initial","Up",FALSE,"203","vdUp"
"vn","initial","Ub",FALSE,"203","vnUb"
"shr","initial","Up",FALSE,"203","shrUp"
"sht","final","ug",FALSE,"203","shtug"
"ms","final","um",TRUE,"203","msum"
"vz","final","ib",FALSE,"203","vzib"
"rd","final","ub",TRUE,"203","rdub"
"vz","initial","Un",FALSE,"203","vzUn"
"k","initial","Ib",TRUE,"203","kIb"
"vd","initial","Iv",FALSE,"203","vdIv"
"rn","final","ig",FALSE,"203","rnig"
"sht","initial","Ix",FALSE,"203","shtIx"
"vn","initial","In",FALSE,"203","vnIn"
"ms","initial","Up",FALSE,"203","msUp"
"fs","final","ix",FALSE,"203","fsix"
"shr","final","in",FALSE,"203","shrin"
"rd","initial","Uk",FALSE,"203","rdUk"
"xs","final","un",TRUE,"203","xsun"
"xr","initial","Uf",TRUE,"203","xrUf"
"rn","initial","Ub",FALSE,"203","rnUb"
"rd","initial","In",TRUE,"203","rdIn"
"vn","final","ug",TRUE,"203","vnug"
"ms","initial","Ig",FALSE,"203","msIg"
"k","final","id",TRUE,"203","kid"
"vz","initial","Iv",FALSE,"203","vzIv"
"fs","initial","Uk",FALSE,"203","fsUk"
"shr","final","um",FALSE,"203","shrum"
"vd","final","ib",FALSE,"203","vdib"
"sht","final","iz",FALSE,"203","shtiz"
"xr","final","un",TRUE,"203","xrun"
"xs","final","iv",TRUE,"203","xsiv"
"k","initial","Ug",TRUE,"203","kUg"
"sht","initial","Um",FALSE,"203","shtUm"
"rd","final","ib",TRUE,"203","rdib"
"xr","initial","Id",TRUE,"203","xrId"
"vn","final","ig",FALSE,"203","vnig"
"shr","initial","Ix",FALSE,"203","shrIx"
"fs","initial","Iv",FALSE,"203","fsIv"
"vz","final","uk",FALSE,"203","vzuk"
"xs","initial","Um",FALSE,"203","xsUm"
"rn","final","uk",TRUE,"203","rnuk"
"ms","final","in",TRUE,"203","msin"
"vd","final","uf",TRUE,"203","vduf"
"xs","initial","Um",FALSE,"205","xsUm"
"k","initial","Ib",TRUE,"205","kIb"
"rn","initial","Ub",FALSE,"205","rnUb"
"fs","final","up",FALSE,"205","fsup"
"vn","final","ug",TRUE,"205","vnug"
"rd","initial","In",TRUE,"205","rdIn"
"xr","initial","Uf",TRUE,"205","xrUf"
"sht","final","ug",FALSE,"205","shtug"
"vd","initial","Iv",FALSE,"205","vdIv"
"vz","initial","Un",FALSE,"205","vzUn"
"shr","final","um",TRUE,"205","shrum"
"ms","initial","Ig",FALSE,"205","msIg"
"fs","final","ix",FALSE,"205","fsix"
"xs","initial","Iz",TRUE,"205","xsIz"
"sht","final","iz",FALSE,"205","shtiz"
"shr","initial","Up",FALSE,"205","shrUp"
"vd","initial","Up",FALSE,"205","vdUp"
"rd","initial","Uk",FALSE,"205","rdUk"
"k","final","un",TRUE,"205","kun"
"xr","initial","Id",TRUE,"205","xrId"
"vz","final","uk",FALSE,"205","vzuk"
"rn","final","ig",TRUE,"205","rnig"
"vn","initial","In",TRUE,"205","vnIn"
"ms","final","um",FALSE,"205","msum"
"sht","initial","Um",FALSE,"205","shtUm"
"vz","final","ib",FALSE,"205","vzib"
"vd","final","uf",FALSE,"205","vduf"
"ms","initial","Up",FALSE,"205","msUp"
"shr","final","in",FALSE,"205","shrin"
"xs","final","un",FALSE,"205","xsun"
"fs","initial","Iv",FALSE,"205","fsIv"
"k","final","id",TRUE,"205","kid"
"rd","final","ub",FALSE,"205","rdub"
"vn","initial","Ub",FALSE,"205","vnUb"
"rn","initial","In",TRUE,"205","rnIn"
"xr","final","ix",TRUE,"205","xrix"
"vd","final","ib",FALSE,"205","vdib"
"vn","final","ig",FALSE,"205","vnig"
"k","initial","Ug",TRUE,"205","kUg"
"xr","final","un",TRUE,"205","xrun"
"fs","initial","Uk",FALSE,"205","fsUk"
"ms","final","in",FALSE,"205","msin"
"xs","final","iv",TRUE,"205","xsiv"
"rn","final","uk",TRUE,"205","rnuk"
"shr","initial","Ix",TRUE,"205","shrIx"
"sht","initial","Ix",TRUE,"205","shtIx"
"vz","initial","Iv",TRUE,"205","vzIv"
"rd","final","ib",TRUE,"205","rdib"
"shr","final","uk",FALSE,"208","shruk"
"rd","initial","Iv",FALSE,"208","rdIv"
"vz","final","in",FALSE,"208","vzin"
"rn","initial","Uf",FALSE,"208","rnUf"
"ms","final","ix",TRUE,"208","msix"
"k","initial","Iv",TRUE,"208","kIv"
"vd","initial","In",TRUE,"208","vdIn"
"fs","final","ig",FALSE,"208","fsig"
"vn","initial","Id",FALSE,"208","vnId"
